count_11_00	count_11_15	count_11_60	count_12_00	count_12_15	count_12_60	count_13_00	count_13_15	count_13_60
BnaC07g27800D	53	58	43	50	82	32	47	61	48
BnaC07g27810D	0	0	0	0	0	0	0	0	0
BnaC07g27820D	0	0	0	2	2	0	0	1	3
BnaC07g27830D	1603	2051	1323	1155	1092	758	1920	1970	1023
BnaC07g27840D	162	240	157	140	108	126	279	239	139
BnaC07g27850D	78	99	69	63	50	36	161	181	120
BnaC07g27860D	10	9	14	1	21	9	52	23	16
BnaC07g27870D	43	88	42	38	34	37	77	99	51
BnaC07g27880D	7	2	6	0	2	4	10	1	1
BnaC07g27890D	0	0	0	0	0	3	0	0	0
BnaC07g27900D	2	1	1	0	0	0	0	0	1
BnaC07g27910D	19	9	14	49	39	53	59	45	49
BnaC07g27920D	0	0	0	0	0	0	0	0	1
BnaC07g27930D	11	24	10	10	19	9	36	31	17
BnaC07g27940D	0	0	0	0	0	0	0	0	0
BnaC07g27950D	3	3	3	0	0	0	0	2	0
BnaC07g27960D	0	0	0	0	0	0	0	0	0
BnaC07g27970D	0	0	0	1	1	0	0	0	0
BnaC07g27980D	0	1	0	2	0	1	0	1	0
BnaC07g27990D	2	3	3	5	4	3	6	4	5
BnaC07g28000D	3	2	1	1	2	1	4	3	1
BnaC07g28010D	0	0	0	0	0	0	0	0	0
BnaC07g28020D	0	4	5	6	8	2	6	0	1
BnaC07g28030D	11	13	10	1	0	5	12	8	5
BnaC07g28040D	7642	10499	8939	10695	10557	10106	10844	11428	11170
BnaC07g28050D	6253	8470	5362	8439	8274	6115	10494	10890	6573
BnaC07g28060D	380	594	375	528	479	428	669	636	409
BnaC07g28070D	1379	2092	1441	2284	2114	1766	1872	1839	1690
BnaC07g28080D	31	48	49	43	34	23	50	64	37
BnaC07g28090D	1086	1316	1257	1838	1677	1693	1563	1596	1287
BnaC07g28100D	0	0	0	0	0	0	0	0	0
BnaC07g28110D	3	11	1	8	1	1	5	6	5
BnaC07g28120D	3	8	1	0	3	0	0	0	9
BnaC07g28130D	0	0	0	0	0	0	0	1	0
BnaC07g28140D	0	0	0	0	0	0	0	0	0
BnaC07g28150D	0	0	0	0	0	0	0	0	0
BnaC07g28160D	0	0	0	4	0	0	0	0	0
BnaC07g28170D	2	4	2	1	0	0	6	4	6
BnaC07g28180D	217	295	238	195	176	127	403	346	386
BnaC07g28190D	653	1034	788	755	740	809	1135	1071	1138
BnaC07g28200D	475	567	428	304	245	280	566	609	485
BnaC07g28210D	0	0	0	0	0	0	0	1	0
BnaC07g28220D	0	0	0	0	0	0	0	0	0
BnaC07g28230D	7783	11368	12007	8565	8720	10527	9185	11386	13975
BnaC07g28240D	3	2	1	3	3	1	3	0	0
BnaC07g28250D	147	186	192	181	123	117	248	265	146
BnaC07g28260D	861	1108	965	1054	847	894	1602	1542	1286
BnaC07g28270D	3332	4242	2758	4995	4979	3852	3494	3645	2693
BnaC07g28280D	1484	1936	1508	1425	1289	1305	2456	2472	2074
BnaC07g28290D	3507	4600	3410	3302	2953	2871	4240	4219	3307
BnaC07g28300D	1	2	0	0	0	2	4	0	1
BnaC07g28310D	0	0	0	0	0	0	0	0	0
BnaC07g28320D	0	0	0	0	0	0	0	0	0
BnaC07g28330D	0	0	0	0	0	0	0	0	0
BnaC07g28340D	8	11	6	17	10	6	33	21	43
BnaC07g28350D	0	0	0	0	0	0	0	0	0
BnaC07g28360D	947	1519	2843	1059	1232	1965	3663	4811	5073
BnaC07g28370D	25390	33361	36112	37740	37708	40873	29438	31967	34850
BnaC07g28380D	945	1265	795	2063	2179	1391	524	538	307
BnaC07g28390D	1538	2014	1797	2331	2345	2240	2201	2298	1941
BnaC07g28400D	454	677	325	623	598	302	719	811	524
BnaC07g28410D	1	1	0	0	0	0	0	0	0
BnaC07g28420D	218	243	136	54	64	59	194	90	118
BnaC07g28430D	0	0	0	0	0	0	0	0	0
BnaC07g28440D	0	5	2	0	4	0	4	1	0
BnaC07g28450D	302	422	291	346	336	247	338	317	217
BnaC07g28460D	2012	2879	1855	2425	2230	1889	1712	2131	1355
BnaC07g28470D	127	156	100	134	100	102	156	229	108
BnaC07g28480D	3527	4553	3765	2741	2689	2992	4747	5116	4648
BnaC07g28490D	0	0	0	0	0	0	0	1	0
BnaC07g28500D	474	633	430	437	377	427	456	543	528
BnaC07g28510D	0	0	0	0	0	0	0	0	0
BnaC07g28520D	0	0	1	0	0	0	0	0	0
BnaC07g28530D	0	0	0	0	0	0	0	0	0
BnaC07g28540D	0	0	0	0	0	0	0	1	0
BnaC07g28550D	78	128	82	66	50	69	118	149	108
BnaC07g28560D	2	1	1	0	3	0	4	1	9
BnaC07g28570D	1968	2760	2746	1741	1605	1739	3122	3468	3330
BnaC07g28580D	65	118	47	83	61	39	179	148	103
BnaC07g28590D	3024	4204	3337	3420	3285	2962	3541	3726	3148
BnaC07g28600D	5551	7525	9474	6718	6558	7843	9680	9640	8348
BnaC07g28610D	0	0	0	0	0	0	0	0	4
BnaC07g28620D	1	1	1	0	2	1	5	0	0
BnaC07g28630D	0	0	0	0	0	0	0	0	0
BnaC07g28640D	2	0	2	1	0	0	0	1	0
BnaC07g28650D	53	102	72	25	32	29	48	59	59
BnaC07g28660D	9	7	5	0	4	1	1	1	2
BnaC07g28670D	5	9	0	3	11	8	4	16	15
BnaC07g28680D	0	1	0	0	0	2	1	1	0
BnaC07g28690D	1	0	0	0	0	1	0	0	0
BnaC07g28700D	1220	1693	1274	997	1066	953	1763	1893	1427
BnaC07g28710D	5	3	10	14	25	14	14	20	2
BnaC07g28720D	0	0	2	0	0	6	0	4	0
BnaC07g28730D	226	293	198	150	156	140	230	209	232
BnaC07g28740D	2	8	3	3	3	2	6	9	4
BnaC07g28750D	1	4	1	1	0	2	2	4	0
BnaC07g28760D	71	112	56	148	148	109	92	85	93
BnaC07g28770D	0	0	0	3	0	0	0	0	0
BnaC07g28780D	385	607	346	367	266	207	462	353	233
BnaC07g28790D	3768	5353	3535	7081	6161	5552	5893	5823	4012
BnaC07g28800D	2977	3959	3061	3522	3254	3131	5448	5428	4251
BnaC07g28810D	0	0	0	0	0	0	0	0	0
BnaC07g28820D	0	0	0	0	0	0	0	0	0
BnaC07g28830D	1867	2641	3624	3077	2968	4534	2133	2590	5816
BnaC07g28840D	0	2	0	0	0	1	0	2	1
BnaC07g28850D	2	0	0	0	0	0	0	0	0
BnaC07g28860D	19	28	22	8	1	10	3	1	7
BnaC07g28870D	30	41	26	27	20	21	22	9	5
BnaC07g28880D	0	1	0	0	2	0	1	3	0
BnaC07g28890D	529	848	649	949	844	881	756	745	613
BnaC07g28900D	16912	24193	16864	25932	23382	20620	29049	25969	28890
BnaC07g28910D	4	14	10	11	19	11	11	9	3
BnaC07g28920D	0	0	0	0	0	0	0	0	0
BnaC07g28930D	0	0	0	0	0	0	0	0	0
BnaC07g28940D	0	0	0	0	0	0	0	2	0
BnaC07g28950D	12	10	6	20	11	7	75	38	20
BnaC07g28960D	109	144	50	112	110	53	36	40	15
BnaC07g28970D	18887	27536	14144	18695	21012	14420	9829	11234	8342
BnaC07g28980D	110	175	141	151	140	129	94	85	59
BnaC07g28990D	226	271	152	124	129	125	150	175	128
BnaC07g29000D	1119	1415	1074	1141	1060	853	1300	1464	1061
BnaC07g29010D	5242	6554	6578	4645	3778	3774	17690	17209	5860
BnaC07g29020D	11	13	17	11	23	22	40	22	24
BnaC07g29030D	444	599	416	213	273	201	314	337	154
BnaC07g29040D	0	0	0	0	0	0	0	0	0
BnaC07g29050D	1	1	3	0	3	0	0	0	0
BnaC07g29060D	272	371	239	399	347	216	248	312	260
BnaC07g29070D	519	855	570	948	776	619	744	894	545
BnaC07g29080D	713	1037	732	1555	1650	1204	696	774	554
BnaC07g29090D	1937	2568	2051	1954	1645	1631	2479	2568	2419
BnaC07g29100D	4071	5615	4582	5221	4941	4887	4898	5443	5123
BnaC07g29110D	0	0	0	0	0	0	0	0	0
BnaC07g29120D	0	0	0	0	0	0	0	0	0
BnaC07g29130D	0	0	0	0	0	0	0	0	0
BnaC07g29140D	0	0	0	0	0	0	3	0	2
BnaC07g29150D	56	62	146	37	47	44	159	179	903
BnaC07g29160D	16	14	16	33	39	25	48	45	61
BnaC07g29170D	54	102	39	79	76	55	121	87	67
BnaC07g29180D	6	19	12	10	20	16	27	26	10
BnaC07g29190D	1	0	1	0	0	1	1	4	0
BnaC07g29200D	665	1074	773	1315	1228	1191	1074	1187	1199
BnaC07g29210D	28	21	45	127	77	86	41	53	39
BnaC07g29220D	2018	3188	5355	3006	2991	4979	2474	3658	5727
BnaC07g29230D	1142	1436	1120	1865	1630	1371	1412	1545	1183
BnaC07g29240D	52	91	50	99	75	88	57	104	73
BnaC07g29250D	0	0	1	0	0	0	0	0	0
BnaC07g29260D	286	439	272	254	258	184	509	461	268
BnaC07g29270D	18	41	27	18	5	12	20	15	13
BnaC07g29280D	0	0	0	0	0	0	0	0	0
BnaC07g29290D	0	0	0	0	0	0	0	0	0
BnaC07g29300D	2	2	2	1	2	1	0	3	2
BnaC07g29310D	1	3	0	2	3	0	0	0	3
BnaC07g29320D	1	0	0	1	0	0	0	0	0
BnaC07g29330D	86	76	70	116	66	46	48	49	52
BnaC07g29340D	18	12	20	45	49	20	59	50	58
BnaC07g29350D	0	0	0	0	0	0	0	0	0
BnaC07g29360D	1	0	0	0	0	0	0	0	0
BnaC07g29370D	36	40	36	6	8	9	29	25	4
BnaC07g29380D	73	75	96	19	33	40	117	128	237
BnaC07g29390D	2	0	2	6	0	2	2	0	2
BnaC07g29400D	84	140	89	88	89	73	107	83	75
BnaC07g29410D	16208	21497	18236	22297	21006	21093	22353	27196	18398
BnaC07g29420D	2	1	5	0	2	5	0	0	1
BnaC07g29430D	14	13	4	11	13	19	25	9	9
BnaC07g29440D	224	324	247	279	223	222	385	320	277
BnaC07g29450D	3	4	8	0	0	0	6	1	1
BnaC07g29460D	2981	3839	5230	7465	6608	8862	5846	6924	6496
BnaC07g29470D	13905	44765	66058	28143	46534	77499	14035	31527	45516
BnaC07g29480D	0	0	0	1	0	0	1	0	0
BnaC07g29490D	47	58	81	91	55	84	96	94	147
BnaC07g29500D	0	2	0	1	0	0	1	0	0
BnaC07g29510D	4695	6478	6304	6134	5835	6488	6237	6717	6110
BnaC07g29520D	0	0	0	0	1	0	0	0	0
BnaC07g29530D	3236	5283	10202	5483	5640	9983	4932	6950	15157
BnaC07g29540D	20	29	38	39	48	30	55	85	106
BnaC07g29550D	0	0	0	0	0	0	0	1	0
BnaC07g29560D	0	0	0	0	0	0	0	0	0
BnaC07g29570D	341	463	428	648	664	643	436	426	367
BnaC07g29580D	29	35	29	26	16	35	50	53	64
BnaC07g29590D	103	125	103	83	83	76	82	87	64
BnaC07g29600D	4734	6616	4698	5746	5258	4989	5482	5265	4274
BnaC07g29610D	672	860	385	823	824	479	639	576	272
BnaC07g29620D	172	212	132	247	229	172	228	218	191
BnaC07g29630D	15	30	9	32	23	28	21	22	15
BnaC07g29640D	3	2	1	2	3	1	4	7	3
BnaC07g29650D	132	217	364	385	381	767	272	441	722
BnaC07g29660D	257	443	455	215	265	434	314	408	657
BnaC07g29670D	58	91	114	62	57	73	95	99	97
BnaC07g29680D	4305	6223	8607	3691	3720	5643	8548	9671	10079
BnaC07g29690D	11	26	17	21	15	16	65	68	72
BnaC07g29700D	0	0	0	0	0	0	0	0	0
BnaC07g29710D	417	622	786	635	591	921	770	665	1800
BnaC07g29720D	384	506	276	365	305	257	531	642	484
BnaC07g29730D	0	0	0	0	0	0	0	0	0
BnaC07g29740D	7915	10775	10298	8402	8193	8439	10329	11439	11121
BnaC07g29750D	15	11	24	13	18	31	24	26	28
BnaC07g29760D	0	0	1	0	0	0	0	0	0
BnaC07g29770D	5538	7335	6168	5134	4937	6005	6278	7672	6100
BnaC07g29780D	4406	6470	5392	6134	6439	5899	5804	6233	5926
BnaC07g29790D	640	837	549	1188	1077	836	1290	1160	941
BnaC07g29800D	64	58	72	31	35	39	70	88	70
BnaC07g29810D	535	721	567	284	227	280	724	761	594
BnaC07g29820D	0	0	0	0	0	0	1	0	0
BnaC07g29830D	38621	59945	58576	22369	26161	28356	35492	39015	20416
BnaC07g29840D	430	511	419	428	443	438	648	563	302
BnaC07g29850D	1638	2444	1879	1769	1682	1551	3394	3297	2701
BnaC07g29860D	161	211	169	189	153	195	304	330	167
BnaC07g29870D	178	213	169	228	216	144	319	375	206
BnaC07g29880D	1409	2608	1890	1022	1435	988	1738	1467	1234
BnaC07g29890D	8042	11498	12482	7913	7511	9304	13687	15991	13403
BnaC07g29900D	0	0	0	0	0	0	0	0	0
BnaC07g29910D	0	0	0	0	0	0	0	0	0
BnaC07g29920D	11359	17440	14512	20244	18782	17809	18012	18947	21123
BnaC07g29930D	5	5	3	8	8	10	3	4	6
BnaC07g29940D	238	448	209	89	116	89	19	33	9
BnaC07g29950D	2587	3504	3327	2884	2738	3244	1797	2007	1996
BnaC07g29960D	5074	7828	14990	6472	6275	11411	7732	9999	18548
BnaC07g29970D	854	1118	987	686	783	802	886	860	755
BnaC07g29980D	1	1	6	5	12	11	14	1	1
BnaC07g29990D	1049	1574	777	711	766	474	1677	1433	679
BnaC07g30000D	1	1	0	0	0	0	5	1	1
BnaC07g30010D	663	951	921	892	894	890	1416	1424	1122
BnaC07g30020D	2	0	0	2	2	0	3	2	0
BnaC07g30030D	0	0	0	0	0	0	0	0	0
BnaC07g30040D	0	0	0	0	0	0	0	0	0
BnaC07g30050D	5	5	4	3	5	1	61	40	51
BnaC07g30060D	0	0	1	0	0	0	0	0	0
BnaC07g30070D	2926	4262	2907	3818	3565	3132	2750	3271	2342
BnaC07g30080D	1913	2766	1508	2358	2233	2021	2715	2984	2027
BnaC07g30090D	50	95	54	61	65	93	56	103	114
BnaC07g30100D	24	45	27	33	31	23	50	37	39
BnaC07g30110D	1439	1991	1563	2833	2726	2336	1799	1958	1658
BnaC07g30120D	391	521	355	358	292	298	502	526	458
BnaC07g30130D	0	0	0	0	0	0	0	0	0
BnaC07g30140D	0	0	0	0	0	2	0	0	0
BnaC07g30150D	83	73	41	63	31	41	106	119	76
BnaC07g30160D	2880	3873	3649	4544	4299	4928	4627	4708	4768
BnaC07g30170D	142	337	212	267	262	206	156	217	157
BnaC07g30180D	266	334	283	579	501	598	538	678	646
BnaC07g30190D	1868	2522	1087	2663	2245	1235	3763	2911	1016
BnaC07g30200D	1934	2637	1342	2652	2387	1941	2054	2471	1699
BnaC07g30210D	7	5	3	0	2	4	3	0	1
BnaC07g30220D	0	0	3	0	0	0	0	1	6
BnaC07g30230D	209	316	197	377	287	269	319	257	347
BnaC07g30240D	239	332	198	229	202	176	381	424	427
BnaC07g30250D	4	4	6	1	0	1	33	30	53
BnaC07g30260D	2	0	0	0	0	1	0	0	0
BnaC07g30270D	1	1	1	5	1	2	3	3	6
BnaC07g30280D	717	982	828	841	872	867	586	753	1177
BnaC07g30290D	0	0	0	0	0	0	0	0	0
BnaC07g30300D	188	333	240	137	140	72	66	79	78
BnaC07g30310D	0	14	5	4	3	0	6	4	0
BnaC07g30320D	131	187	83	183	170	112	89	110	95
BnaC07g30330D	3	15	3	1	3	0	0	0	0
BnaC07g30340D	0	0	0	0	0	0	0	0	0
BnaC07g30350D	20	20	91	2	8	95	14	8	2112
BnaC07g30360D	0	1	0	0	0	0	0	0	7
BnaC07g30370D	0	0	0	0	0	0	0	0	0
BnaC07g30380D	290	429	415	281	219	295	598	753	849
BnaC07g30390D	125	186	128	92	59	67	125	139	226
BnaC07g30400D	67	108	56	189	166	151	121	110	80
BnaC07g30410D	649	1063	696	830	895	860	1016	1028	726
BnaC07g30420D	5180	6315	4078	5252	4750	4160	13918	14068	8617
BnaC07g30430D	23	38	37	76	39	68	57	48	65
BnaC07g30440D	2	0	0	1	0	0	0	0	0
BnaC07g30450D	16	47	19	25	24	16	18	32	26
BnaC07g30460D	75	80	64	81	106	79	52	55	66
BnaC07g30470D	330	515	510	706	730	742	600	669	590
BnaC07g30480D	14	30	27	26	20	23	19	29	34
BnaC07g30490D	8	6	8	4	5	5	7	5	4
BnaC07g30500D	504	822	591	674	546	581	1104	1100	1084
BnaC07g30510D	0	0	0	0	0	0	0	1	0
BnaC07g30520D	158	185	165	113	101	89	382	384	311
BnaC07g30530D	57	62	34	20	33	11	159	152	62
BnaC07g30540D	43	83	65	60	53	74	45	49	41
BnaC07g30550D	0	0	0	0	0	0	0	0	0
BnaC07g30560D	943	1625	3482	1070	969	2835	2300	2998	5024
BnaC07g30570D	3	4	2	2	2	2	3	3	4
BnaC07g30580D	11	10	22	6	0	4	3	7	8
BnaC07g30590D	271	442	316	285	252	296	513	465	407
BnaC07g30600D	517	869	432	619	633	469	788	753	499
BnaC07g30610D	588	808	650	624	547	648	955	888	921
BnaC07g30620D	477	667	377	602	614	474	431	430	334
BnaC07g30630D	804	880	580	505	424	404	707	801	592
BnaC07g30640D	363	511	561	600	606	719	678	764	912
BnaC07g30650D	5	13	12	5	8	7	0	0	0
BnaC07g30660D	0	0	0	0	0	0	0	0	0
BnaC07g30670D	3395	4968	4517	4461	4294	4576	4477	5064	4533
BnaC07g30680D	11	19	4	9	12	5	29	15	15
BnaC07g30690D	3364	4633	3681	3344	3193	2939	5124	5383	4340
BnaC07g30700D	562	758	852	638	524	577	1884	1903	1765
BnaC07g30710D	0	1	0	0	0	0	3	0	0
BnaC07g30720D	2714	3784	2932	2842	2675	3052	3808	4220	3986
BnaC07g30730D	109	156	146	85	93	59	212	208	180
BnaC07g30740D	217	273	175	169	114	150	202	194	120
BnaC07g30750D	1431	2099	1432	1347	1275	1146	2200	2317	1670
BnaC07g30760D	111	142	125	76	67	50	225	227	150
BnaC07g30770D	0	0	0	0	0	0	0	0	2
BnaC07g30780D	0	0	0	0	0	0	0	0	0
BnaC07g30790D	3285	4585	3602	4331	4280	4508	4217	4975	4196
BnaC07g30800D	0	0	1	4	0	1	2	2	4
BnaC07g30810D	127	203	139	200	179	162	330	396	288
BnaC07g30820D	51	75	63	75	66	69	72	98	48
BnaC07g30830D	97	150	91	141	101	92	122	120	113
BnaC07g30840D	770	998	796	633	549	536	937	844	773
BnaC07g30850D	576	771	449	469	491	429	1021	997	640
BnaC07g30860D	7	13	8	37	27	13	26	39	26
BnaC07g30870D	0	1	0	0	0	1	1	0	0
BnaC07g30880D	0	0	0	0	0	0	0	0	0
BnaC07g30890D	0	0	0	0	0	0	0	0	0
BnaC07g30900D	1	5	3	0	0	5	3	2	1
BnaC07g30910D	284	404	313	203	245	179	459	634	427
BnaC07g30920D	1214	1726	1572	2858	2609	2944	2373	2375	2346
BnaC07g30930D	0	0	0	0	0	0	0	0	0
BnaC07g30940D	0	0	0	0	0	0	0	0	0
BnaC07g30950D	33	57	54	41	36	21	149	133	157
BnaC07g30960D	410	539	398	464	397	328	609	641	488
BnaC07g30970D	6497	9580	9153	7597	7606	7276	6193	7292	8708
BnaC07g30980D	350	552	409	732	632	485	563	501	459
BnaC07g30990D	352	479	324	195	253	158	409	405	200
BnaC07g31000D	15	28	24	6	12	8	33	32	36
BnaC07g31010D	219	266	194	235	162	164	494	520	360
BnaC07g31020D	0	0	0	8	1	0	0	2	0
BnaC07g31030D	0	0	3	1	4	0	0	0	0
BnaC07g31040D	126	134	100	155	133	112	331	298	265
BnaC07g31050D	133	209	137	162	158	131	125	136	65
BnaC07g31060D	724	1009	853	1820	1467	1325	1129	1209	1014
BnaC07g31070D	37	32	50	20	27	27	68	55	55
BnaC07g31080D	3253	4747	3504	3770	3738	2825	4401	4286	3439
BnaC07g31090D	49	93	59	42	50	29	82	90	69
BnaC07g31100D	933	1167	885	1334	1036	1064	1288	1148	1155
BnaC07g31110D	521	783	613	497	520	444	978	1014	1049
BnaC07g31120D	4	0	0	6	1	1	0	1	2
BnaC07g31130D	0	0	0	0	2	0	0	0	0
BnaC07g31140D	7	8	6	12	5	13	15	9	4
BnaC07g31150D	3	1	2	6	1	3	0	0	0
BnaC07g31160D	3	1	3	0	0	1	0	0	0
BnaC07g31170D	357	520	271	337	282	271	579	514	356
BnaC07g31180D	0	1	0	0	0	0	0	0	0
BnaC07g31190D	0	0	0	0	0	0	0	0	0
BnaC07g31200D	0	0	0	0	0	0	0	0	0
BnaC07g31210D	0	0	0	0	0	0	1	0	0
BnaC07g31220D	252	481	236	397	436	306	207	199	90
BnaC07g31230D	233	308	217	238	183	209	409	420	322
BnaC07g31240D	1688	2233	1815	3003	2590	2263	2187	2363	2447
BnaC07g31250D	78	103	34	103	86	54	121	89	27
BnaC07g31260D	6867	9405	8459	7081	6779	7085	4969	6137	7355
BnaC07g31270D	90	132	121	114	113	115	58	79	100
BnaC07g31280D	479	553	272	184	171	76	887	709	327
BnaC07g31290D	17793	25325	17167	19815	18363	16922	26002	24381	23401
BnaC07g31300D	36	88	50	46	34	36	68	48	32
BnaC07g31310D	88	161	67	89	73	59	81	114	55
BnaC07g31320D	23	42	15	38	42	20	31	39	16
BnaC07g31330D	1220	1804	1143	1165	1008	909	1268	1280	1102
BnaC07g31340D	4966	5981	5470	5243	4701	4695	11340	6502	6602
BnaC07g31350D	785	850	466	599	430	406	1694	836	704
BnaC07g31360D	0	0	0	0	0	0	0	1	0
BnaC07g31370D	0	0	0	0	0	0	0	0	0
BnaC07g31380D	1	4	3	17	20	3	15	21	2
BnaC07g31390D	0	3	0	2	0	0	0	0	0
BnaC07g31400D	1	1	1	0	4	4	0	0	1
BnaC07g31410D	0	0	0	0	0	0	0	0	0
BnaC07g31420D	0	1	0	1	2	0	3	1	0
BnaC07g31430D	0	0	0	0	0	0	0	0	0
BnaC07g31440D	0	0	0	0	0	0	0	0	0
BnaC07g31450D	0	2	0	1	2	0	0	0	2
BnaC07g31460D	0	0	1	1	0	0	0	0	0
BnaC07g31470D	0	0	0	0	2	0	1	0	0
BnaC07g31480D	0	0	0	0	0	0	0	0	0
BnaC07g31490D	0	0	0	0	0	0	0	0	0
BnaC07g31500D	209	265	180	276	328	243	200	216	130
BnaC07g31510D	0	0	0	0	0	0	0	0	0
BnaC07g31520D	0	1	0	0	0	3	0	0	0
BnaC07g31530D	143	160	95	53	81	48	126	157	125
BnaC07g31540D	47	69	47	82	72	48	81	59	58
BnaC07g31550D	0	1	0	0	0	1	0	0	3
BnaC07g31560D	1787	2289	2331	3625	3352	3472	3671	4017	3844
BnaC07g31570D	421	583	415	516	479	366	571	590	395
BnaC07g31580D	586	819	676	620	697	745	1155	1406	1429
BnaC07g31590D	33	31	26	16	45	40	33	65	51
BnaC07g31600D	1	0	2	0	5	0	3	3	8
BnaC07g31610D	159	231	174	283	295	281	300	321	231
BnaC07g31620D	979	1402	1110	1090	961	821	1682	1642	1668
BnaC07g31630D	0	2	2	0	0	5	0	0	0
BnaC07g31640D	275	466	1453	462	487	1303	535	1551	6483
BnaC07g31650D	17	34	11	39	31	21	6	15	8
BnaC07g31660D	338	488	313	620	551	475	740	711	447
BnaC07g31670D	1	3	0	1	0	0	2	0	0
BnaC07g31680D	0	3	0	2	0	0	0	0	0
BnaC07g31690D	0	0	0	0	0	0	0	0	0
BnaC07g31700D	0	0	0	0	0	0	0	0	0
BnaC07g31710D	0	0	0	0	0	0	0	0	0
BnaC07g31720D	0	0	0	0	0	0	0	0	0
BnaC07g31730D	0	1	1	0	0	0	0	1	0
BnaC07g31740D	0	0	1	0	0	1	0	5	0
BnaC07g31750D	0	0	0	0	0	0	0	0	0
BnaC07g31760D	0	0	0	0	0	0	0	0	0
BnaC07g31770D	11	17	7	11	14	12	19	17	21
BnaC07g31780D	34	64	36	29	21	12	43	51	17
BnaC07g31790D	9	5	8	6	3	0	4	4	2
BnaC07g31800D	700	894	677	583	634	564	999	1176	805
BnaC07g31810D	0	0	0	6	0	0	7	5	4
BnaC07g31820D	0	0	0	0	0	0	0	0	2
BnaC07g31830D	13	19	10	17	32	10	22	12	21
BnaC07g31840D	9	10	17	21	22	14	16	17	8
BnaC07g31850D	0	1	0	0	0	0	0	1	0
BnaC07g31860D	0	0	0	0	0	0	0	0	0
BnaC07g31870D	0	0	0	0	0	0	0	0	0
BnaC07g31880D	2401	2630	1035	2052	1862	959	5570	3372	1682
BnaC07g31890D	352	634	735	406	401	507	258	356	782
BnaC07g31900D	119	187	176	103	62	106	169	192	238
BnaC07g31910D	5	2	7	0	0	4	2	6	3
BnaC07g31920D	0	0	0	0	0	0	0	0	0
BnaC07g31930D	1	0	1	0	0	0	0	0	0
BnaC07g31940D	2	3	0	0	5	2	1	3	0
BnaC07g31950D	1584	2234	1736	3129	3092	2616	2297	2439	1973
BnaC07g31960D	0	0	0	2	0	2	0	0	0
BnaC07g31970D	2083	2873	3137	4341	4162	4515	3290	3661	4615
BnaC07g31980D	76	119	82	255	173	188	132	144	119
BnaC07g31990D	0	0	0	0	0	0	0	0	0
BnaC07g32000D	404	586	373	584	568	447	716	727	544
BnaC07g32010D	0	0	0	0	0	0	0	2	0
BnaC07g32020D	91	106	69	79	80	73	45	38	14
BnaC07g32030D	2841	3709	3179	2599	2561	2700	3719	3865	3712
BnaC07g32040D	82	101	50	129	98	75	148	130	54
BnaC07g32050D	989	1432	1000	1225	1182	1083	1012	1112	748
BnaC07g32060D	3511	4481	3561	3741	3677	3257	4547	4726	3653
BnaC07g32070D	2173	2999	1782	1869	1998	1516	2520	2776	1826
BnaC07g32080D	1677	2106	1586	1396	1369	1423	1668	1828	1395
BnaC07g32090D	307	334	199	201	211	169	408	417	257
BnaC07g32100D	746	1146	654	1046	782	640	1038	1117	496
BnaC07g32110D	3596	4730	2805	7874	7414	5888	5886	5488	3897
BnaC07g32120D	2	3	6	3	2	0	28	18	13
BnaC07g32130D	0	0	3	0	0	0	0	0	0
BnaC07g32140D	0	0	0	0	0	2	0	0	1
BnaC07g32150D	1737	2063	1624	1497	1397	1402	3947	3674	3075
BnaC07g32160D	513	618	379	537	503	401	820	908	587
BnaC07g32170D	6	9	8	3	9	15	1	11	9
BnaC07g32180D	0	0	0	0	0	2	0	0	0
BnaC07g32190D	3	8	5	4	8	6	25	7	8
BnaC07g32200D	0	0	0	0	0	0	1	1	0
BnaC07g32210D	685	999	941	1701	1561	1711	1443	1538	1278
BnaC07g32220D	82	109	65	102	85	45	145	132	79
BnaC07g32230D	2186	2212	1086	1933	1476	770	5003	3863	1547
BnaC07g32240D	97	106	46	51	34	32	167	165	81
BnaC07g32250D	1	2	0	5	0	4	13	11	6
BnaC07g32260D	3879	5598	5021	5803	5447	5502	5818	6123	6496
BnaC07g32270D	2566	2961	1931	2339	2170	1749	4673	4233	1907
BnaC07g32280D	1474	2026	1907	1739	1588	1563	2385	2399	2658
BnaC07g32290D	2311	3008	2283	3849	3753	3485	3539	3668	2465
BnaC07g32300D	0	0	0	0	0	0	0	0	0
BnaC07g32310D	0	0	1	0	0	0	0	0	0
BnaC07g32320D	13	0	0	4	0	0	4	4	0
BnaC07g32330D	0	1	2	0	0	1	1	2	3
BnaC07g32340D	2	2	0	0	1	0	1	3	2
BnaC07g32350D	0	0	0	0	0	0	0	0	0
BnaC07g32360D	1	0	0	0	0	0	1	0	0
BnaC07g32370D	17	13	4	3	8	2	16	14	4
BnaC07g32380D	0	0	0	0	0	0	0	0	0
BnaC07g32390D	0	0	1	1	1	4	0	1	0
BnaC07g32400D	0	0	0	0	0	0	0	0	0
BnaC07g32410D	63	77	44	33	33	13	254	250	99
BnaC07g32420D	91	126	55	31	42	24	55	59	52
BnaC07g32430D	0	0	0	0	0	0	0	0	0
BnaC07g32440D	0	0	0	0	0	0	0	0	0
BnaC07g32450D	0	0	0	0	0	0	1	0	0
BnaC07g32460D	0	0	0	0	0	0	0	0	0
BnaC07g32470D	0	0	0	0	0	0	1	1	0
