count_11_00	count_11_15	count_11_60	count_12_00	count_12_15	count_12_60	count_13_00	count_13_15	count_13_60
BnaA06g17860D	0	2	1	0	0	1	1	2	0
BnaA06g17870D	0	0	0	0	0	0	0	0	0
BnaA06g17880D	40	62	33	42	28	26	48	41	28
BnaA06g17890D	0	0	0	1	0	0	0	3	1
BnaA06g17900D	2515	3240	2650	2799	2845	2691	3546	3625	3251
BnaA06g17910D	1	0	0	1	0	1	0	0	1
BnaA06g17920D	1	0	1	0	5	1	0	0	0
BnaA06g17930D	1	2	0	0	1	1	3	3	3
BnaA06g17940D	30	30	45	55	30	63	115	86	231
BnaA06g17950D	83	140	158	278	278	392	551	595	927
BnaA06g17960D	1014	1473	1551	2358	2150	2668	2379	1934	2437
BnaA06g17970D	4	9	7	12	9	17	33	21	15
BnaA06g17980D	0	1	2	2	0	1	4	1	1
BnaA06g17990D	0	0	0	0	0	0	0	0	0
BnaA06g18000D	0	0	0	0	0	0	0	0	0
BnaA06g18010D	0	0	0	0	0	0	0	0	0
BnaA06g18020D	0	1	0	0	0	0	4	2	0
BnaA06g18030D	4446	6203	4194	5073	4319	4174	7486	7364	4716
BnaA06g18040D	0	0	0	0	0	0	5	0	0
BnaA06g18050D	0	0	0	0	0	0	1	0	0
BnaA06g18060D	575	783	317	552	495	320	773	814	449
BnaA06g18070D	0	0	0	0	0	0	0	0	0
BnaA06g18080D	0	0	0	0	0	0	0	0	0
BnaA06g18090D	0	0	0	0	0	0	0	0	0
BnaA06g18100D	35047	53505	65835	166364	146586	180587	62789	64898	73362
BnaA06g18110D	1434	1864	1784	1818	1690	1930	1653	1772	1390
BnaA06g18120D	107	197	121	130	109	87	150	145	137
BnaA06g18130D	135	233	155	186	200	163	389	406	317
BnaA06g18140D	0	0	0	0	0	0	0	0	0
BnaA06g18150D	0	0	0	2	0	4	0	3	0
BnaA06g18160D	0	0	0	0	0	0	0	0	0
BnaA06g18170D	72	69	61	72	42	41	92	82	47
BnaA06g18180D	16	24	28	34	25	17	40	41	30
BnaA06g18190D	0	0	0	0	0	0	0	0	0
BnaA06g18200D	0	0	0	0	0	0	0	0	0
BnaA06g18210D	9	11	6	9	16	17	15	17	15
BnaA06g18220D	547	865	733	667	515	576	747	826	876
BnaA06g18230D	0	0	0	0	0	0	0	0	0
BnaA06g18240D	2641	3161	2822	2002	2444	2369	2103	2246	1606
BnaA06g18250D	491	609	477	668	659	600	608	590	594
BnaA06g18260D	23	33	18	55	35	15	60	62	48
BnaA06g18270D	73	96	68	167	137	91	220	204	138
BnaA06g18280D	359	417	282	455	465	384	343	364	252
BnaA06g18290D	215	322	225	172	211	191	248	242	161
BnaA06g18300D	406	518	373	594	555	515	745	765	471
BnaA06g18310D	0	0	0	0	0	0	0	0	0
BnaA06g18320D	0	0	0	0	0	0	0	0	0
BnaA06g18330D	0	0	0	0	0	0	0	0	0
BnaA06g18340D	134	163	137	89	67	80	139	137	106
BnaA06g18350D	0	0	0	0	0	0	0	0	0
BnaA06g18360D	0	1	0	0	1	0	0	2	0
BnaA06g18370D	5	9	7	8	12	13	3	6	13
BnaA06g18380D	0	7	3	3	5	1	4	3	0
BnaA06g18390D	136	91	94	66	64	29	125	143	49
BnaA06g18400D	0	0	0	0	0	0	0	0	0
BnaA06g18410D	356	517	346	383	360	323	520	492	343
BnaA06g18420D	0	8	8	2	0	0	8	7	9
BnaA06g18430D	21	25	20	5	6	2	13	7	3
BnaA06g18440D	1089	1360	997	995	852	680	1288	1226	944
BnaA06g18450D	0	0	0	0	0	0	0	0	0
BnaA06g18460D	501	683	442	317	261	261	554	570	451
BnaA06g18470D	441	669	401	494	506	361	552	587	399
BnaA06g18480D	35	58	26	42	22	20	67	71	23
BnaA06g18490D	87	85	89	73	53	62	68	70	70
BnaA06g18500D	68	90	70	95	80	99	122	165	108
BnaA06g18510D	42	61	33	47	30	39	72	71	36
BnaA06g18520D	146	198	185	187	201	185	187	206	146
BnaA06g18530D	45	56	29	7	17	20	29	36	20
BnaA06g18540D	9	15	16	19	14	18	11	23	10
BnaA06g18550D	8	18	17	14	8	8	45	31	19
BnaA06g18560D	0	0	2	0	0	0	0	0	0
BnaA06g18570D	2302	3173	2141	1829	1838	1633	2880	2991	2324
BnaA06g18580D	1749	2413	1595	2046	1981	1758	2060	2204	1382
BnaA06g18590D	0	0	0	0	0	0	0	0	0
BnaA06g18600D	0	0	0	0	0	0	0	0	0
BnaA06g18610D	433	577	314	387	350	212	634	649	360
BnaA06g18620D	828	1066	731	719	704	588	1072	1116	636
BnaA06g18630D	0	3	4	0	0	1	0	3	1
BnaA06g18640D	0	1	0	2	2	0	0	2	0
BnaA06g18650D	0	0	1	0	1	3	0	1	2
BnaA06g18660D	0	0	0	0	0	0	0	0	0
BnaA06g18670D	0	0	0	0	0	1	0	0	0
BnaA06g18680D	0	0	0	0	0	0	0	0	0
BnaA06g18690D	0	0	0	0	0	0	0	0	0
BnaA06g18700D	0	0	0	0	0	0	0	0	0
BnaA06g18710D	0	0	0	0	0	0	0	0	0
BnaA06g18720D	0	0	0	0	0	0	0	0	0
BnaA06g18730D	4	6	3	3	4	1	3	3	2
BnaA06g18740D	97	113	83	42	33	42	52	42	21
BnaA06g18750D	21	32	15	13	8	13	17	16	12
BnaA06g18760D	0	5	1	0	0	0	5	4	0
BnaA06g18770D	4022	5828	3302	3808	3795	2849	2986	3175	2342
BnaA06g18780D	146	210	148	119	103	95	243	203	176
BnaA06g18790D	0	0	0	0	2	0	0	0	0
BnaA06g18800D	262	400	306	358	332	307	309	353	298
BnaA06g18810D	105	119	107	72	85	64	91	92	98
BnaA06g18820D	0	0	0	0	0	0	0	0	0
BnaA06g18830D	1277	2002	1215	1471	1455	1311	1498	1552	1297
BnaA06g18840D	28	52	10	10	11	10	65	62	43
BnaA06g18850D	0	0	0	0	0	0	0	0	0
BnaA06g18860D	1534	2008	1337	1481	1599	1393	1953	1987	1650
BnaA06g18870D	0	0	0	0	0	0	0	0	0
BnaA06g18880D	0	0	0	0	0	0	0	0	0
BnaA06g18890D	233	328	138	372	306	218	353	274	138
BnaA06g18900D	1563	2252	2188	1982	1906	1918	2470	2710	5535
BnaA06g18910D	5399	7704	6448	7691	7560	7539	7254	8082	7074
BnaA06g18920D	194	335	168	196	211	169	254	239	113
BnaA06g18930D	46	56	40	34	37	46	65	55	28
BnaA06g18940D	4	6	44	11	11	27	13	18	37
BnaA06g18950D	11107	15535	12122	13596	13345	11534	14146	17156	13042
BnaA06g18960D	21	21	5	74	68	43	36	51	39
BnaA06g18970D	12	13	6	38	12	14	10	2	4
BnaA06g18980D	0	0	0	0	0	0	0	2	0
BnaA06g18990D	61	83	68	96	87	75	66	50	19
BnaA06g19000D	4	8	2	6	3	0	7	2	5
BnaA06g19010D	1403	1724	1943	2158	2093	2476	1763	1779	2072
BnaA06g19020D	2322	3321	2497	2906	2833	2699	2571	2712	1993
BnaA06g19030D	9915	13441	7823	11999	10687	8934	13031	13543	7942
BnaA06g19040D	0	0	0	0	0	0	0	0	0
BnaA06g19050D	363	405	270	342	330	241	330	380	276
BnaA06g19060D	7835	10165	8553	10793	9994	10463	8588	8817	7415
BnaA06g19070D	0	0	0	0	0	0	0	0	0
BnaA06g19080D	0	0	0	1	0	0	0	0	0
BnaA06g19090D	0	1	6	11	17	4	0	1	0
BnaA06g19100D	109	120	85	368	290	209	164	152	106
BnaA06g19110D	19738	29360	14487	62512	56429	35684	14125	14364	10060
BnaA06g19120D	58	72	50	85	64	54	92	101	55
BnaA06g19130D	125	180	151	756	705	834	774	877	754
BnaA06g19140D	122	190	166	115	122	105	482	480	429
BnaA06g19150D	570	731	506	314	336	268	1091	1040	862
BnaA06g19160D	0	0	0	0	0	0	0	0	0
BnaA06g19170D	0	0	0	0	0	0	0	0	0
BnaA06g19180D	324	476	309	328	255	254	582	683	465
BnaA06g19190D	0	0	0	0	0	0	0	0	0
BnaA06g19200D	177	298	154	231	230	201	243	286	139
BnaA06g19210D	0	0	0	0	0	3	0	0	0
BnaA06g19220D	0	0	0	0	0	0	0	0	0
BnaA06g19230D	125	186	114	104	101	74	141	114	65
BnaA06g19240D	0	0	0	0	0	4	0	0	0
BnaA06g19250D	4	12	4	10	4	10	3	8	5
BnaA06g19260D	0	0	0	0	0	0	0	0	0
BnaA06g19270D	1	0	1	0	0	0	1	0	0
BnaA06g19280D	0	0	0	0	0	0	0	0	0
BnaA06g19290D	8	2	2	1	0	0	5	1	4
BnaA06g19300D	0	0	0	0	0	0	0	0	0
BnaA06g19310D	1	1	1	0	0	0	2	3	0
BnaA06g19320D	8	2	1	0	1	2	1	2	1
BnaA06g19330D	0	0	0	0	0	0	0	0	0
BnaA06g19340D	0	0	0	0	0	0	0	0	0
BnaA06g19350D	0	0	0	0	0	0	0	0	0
BnaA06g19360D	0	0	0	0	0	0	0	0	0
BnaA06g19370D	0	0	0	0	0	0	0	0	0
BnaA06g19380D	0	0	0	0	0	0	0	0	0
BnaA06g19390D	37	3	4	1	0	2	4	9	0
BnaA06g19400D	10	0	0	0	0	1	0	0	1
BnaA06g19410D	63	10	0	10	6	9	22	23	15
BnaA06g19420D	0	0	0	0	0	0	0	0	0
BnaA06g19430D	86	17	9	6	10	27	25	54	13
BnaA06g19440D	0	0	0	0	0	0	0	0	0
BnaA06g19450D	6	1	2	0	0	0	0	2	1
BnaA06g19460D	0	0	0	0	0	0	0	0	0
BnaA06g19470D	0	0	0	0	0	0	0	0	0
BnaA06g19480D	0	0	0	0	0	0	0	0	0
BnaA06g19490D	71	107	79	120	105	113	189	183	122
BnaA06g19500D	1	0	0	0	0	1	0	0	0
BnaA06g19510D	0	0	0	0	0	0	0	0	0
BnaA06g19520D	1	2	0	0	1	0	1	0	1
BnaA06g19530D	0	0	0	0	0	0	0	0	0
BnaA06g19540D	4	3	0	3	2	8	0	2	2
BnaA06g19550D	107	134	99	137	104	77	150	107	86
BnaA06g19560D	146	160	141	94	110	83	175	202	129
BnaA06g19570D	150	164	154	186	153	218	211	209	196
BnaA06g19580D	5475	7395	8399	8796	8914	11273	8263	10969	10271
BnaA06g19590D	2276	2905	1825	2015	1923	1664	2395	2479	1547
BnaA06g19600D	380	560	313	303	327	339	285	418	224
BnaA06g19610D	633	842	598	366	411	377	651	709	622
BnaA06g19620D	171	316	304	339	306	419	455	453	637
BnaA06g19630D	0	1	0	0	0	0	2	1	2
BnaA06g19640D	45	74	118	97	99	86	98	125	132
BnaA06g19650D	1100	1594	1061	704	678	702	1367	1383	1087
BnaA06g19660D	54	77	42	38	35	33	99	70	55
BnaA06g19670D	0	0	0	0	0	0	0	0	0
BnaA06g19680D	0	0	0	0	0	0	0	0	0
BnaA06g19690D	0	0	0	0	0	0	0	0	0
BnaA06g19700D	0	0	0	0	0	0	0	0	0
BnaA06g19710D	596	746	651	263	281	302	901	901	597
BnaA06g19720D	0	0	0	0	0	0	0	0	0
BnaA06g19730D	569	752	596	335	317	314	1062	1032	985
BnaA06g19740D	73	74	63	10	9	20	0	0	0
BnaA06g19750D	0	0	0	0	0	0	0	1	0
BnaA06g19760D	0	0	0	0	0	0	0	0	0
BnaA06g19770D	0	0	1	0	0	0	0	0	0
BnaA06g19780D	1	0	2	0	0	0	0	0	0
BnaA06g19790D	1	0	0	0	0	0	1	0	0
BnaA06g19800D	368	466	280	469	368	262	411	367	244
BnaA06g19810D	786	1222	718	978	915	660	994	1055	728
BnaA06g19820D	5	13	11	0	1	6	0	0	5
BnaA06g19830D	3	5	3	1	0	0	1	0	0
BnaA06g19840D	0	2	0	2	0	5	0	1	0
BnaA06g19850D	0	0	0	0	0	0	0	0	0
BnaA06g19860D	1885	2381	1942	1662	1759	1642	1505	1703	1698
BnaA06g19870D	182	241	172	138	148	128	177	202	126
BnaA06g19880D	0	4	0	0	0	0	0	1	0
BnaA06g19890D	33	46	71	32	36	39	38	31	44
BnaA06g19900D	0	0	0	0	0	0	0	0	0
BnaA06g19910D	0	0	0	0	0	0	0	2	0
BnaA06g19920D	0	0	0	0	0	0	0	0	0
BnaA06g19930D	59	114	81	62	42	67	156	160	97
BnaA06g19940D	2	0	0	0	0	0	0	2	0
BnaA06g19950D	0	0	0	0	0	0	0	0	0
BnaA06g19960D	0	0	0	0	0	0	0	0	0
BnaA06g19970D	0	0	0	0	0	0	0	0	0
BnaA06g19980D	0	0	0	0	0	0	0	0	0
BnaA06g19990D	0	0	0	0	0	0	0	0	0
BnaA06g20000D	0	0	0	0	0	0	0	0	0
BnaA06g20010D	0	1	0	1	0	1	0	0	1
BnaA06g20020D	752	905	664	427	407	426	1107	1187	651
BnaA06g20030D	1651	2540	1414	2804	2758	2169	2615	2934	1659
BnaA06g20040D	888	1195	662	807	793	628	1243	1233	839
BnaA06g20050D	0	1	0	6	2	0	1	1	0
BnaA06g20060D	0	0	0	0	0	0	0	0	0
BnaA06g20070D	0	0	0	0	0	0	0	0	0
BnaA06g20080D	0	0	0	0	0	0	0	0	0
BnaA06g20090D	2659	3488	1878	1904	1833	1724	4215	4418	2049
BnaA06g20100D	0	0	0	0	0	0	0	0	0
BnaA06g20110D	125	160	205	207	132	203	394	488	447
BnaA06g20120D	0	0	0	0	0	0	0	0	0
BnaA06g20130D	0	0	0	0	0	0	1	0	0
BnaA06g20140D	32	57	33	29	22	20	54	57	29
BnaA06g20150D	0	0	1	0	0	0	0	0	0
BnaA06g20160D	730	991	768	1002	968	949	1240	1366	1365
BnaA06g20170D	0	0	0	0	0	0	0	1	2
BnaA06g20180D	224	293	369	263	209	242	267	296	339
BnaA06g20190D	0	0	0	0	0	0	0	0	0
BnaA06g20200D	18	20	15	4	17	8	62	60	33
BnaA06g20210D	0	0	0	0	0	0	0	0	0
BnaA06g20220D	0	0	0	0	0	0	0	0	0
BnaA06g20230D	45	97	41	71	58	59	75	86	63
BnaA06g20240D	0	0	0	0	0	0	0	0	0
BnaA06g20250D	0	0	0	0	0	0	0	0	0
BnaA06g20260D	0	0	0	0	0	0	0	0	0
BnaA06g20270D	0	0	0	0	0	0	0	0	0
BnaA06g20280D	551	719	510	486	489	446	677	574	523
BnaA06g20290D	216	250	161	198	247	125	242	232	156
BnaA06g20300D	0	0	0	0	0	0	0	0	0
BnaA06g20310D	0	0	0	0	0	0	0	0	0
BnaA06g20320D	2	0	0	1	3	0	1	2	1
BnaA06g20330D	0	0	1	0	1	0	0	0	0
BnaA06g20340D	19	46	27	37	37	59	30	38	18
BnaA06g20350D	1	0	0	0	0	0	1	0	0
BnaA06g20360D	0	0	0	0	0	1	0	0	0
BnaA06g20370D	6	12	9	1	8	5	3	2	0
BnaA06g20380D	0	0	0	0	0	0	0	0	0
BnaA06g20390D	268	370	243	260	214	138	489	475	239
BnaA06g20400D	920	1089	691	865	781	525	1153	1202	910
BnaA06g20410D	0	0	0	0	0	0	0	0	0
BnaA06g20420D	0	0	0	0	0	0	0	0	0
BnaA06g20430D	0	1	0	0	0	0	1	0	0
BnaA06g20440D	1656	2433	2390	2074	2015	2336	2759	2961	3281
BnaA06g20450D	287	360	273	145	117	122	632	575	465
BnaA06g20460D	0	0	0	3	0	0	0	0	0
BnaA06g20470D	0	0	0	0	0	0	0	0	0
BnaA06g20480D	42	48	28	34	15	9	63	62	35
BnaA06g20490D	0	0	0	0	0	0	0	0	0
BnaA06g20500D	7	9	7	1	8	6	5	10	5
BnaA06g20510D	0	0	0	0	0	0	0	0	0
BnaA06g20520D	0	0	0	0	0	0	0	0	0
BnaA06g20530D	0	8	4	6	3	9	12	17	2
BnaA06g20540D	8	1	8	4	4	4	9	6	1
BnaA06g20550D	0	0	0	0	0	0	0	0	0
BnaA06g20560D	0	0	0	0	0	0	0	0	0
BnaA06g20570D	10	4	7	7	5	2	27	21	6
BnaA06g20580D	1	0	0	0	0	0	1	1	0
BnaA06g20590D	36	61	59	50	51	50	91	78	92
BnaA06g20600D	11	19	22	17	13	12	60	54	51
BnaA06g20610D	638	913	534	835	808	598	884	922	571
BnaA06g20620D	179	276	236	401	285	283	454	533	551
BnaA06g20630D	4	12	6	1	2	0	7	2	12
BnaA06g20640D	0	1	1	0	0	2	8	0	0
BnaA06g20650D	0	0	0	0	0	0	0	0	0
BnaA06g20660D	0	0	3	0	0	0	0	0	0
BnaA06g20670D	419	599	403	343	337	307	699	662	398
BnaA06g20680D	1	2	1	2	1	2	1	1	1
BnaA06g20690D	5	4	3	0	3	2	6	3	4
BnaA06g20700D	9	16	10	1	3	1	35	30	18
BnaA06g20710D	392	584	385	383	377	336	418	391	319
BnaA06g20720D	721	929	803	684	666	706	805	787	673
BnaA06g20730D	0	0	0	0	0	0	0	0	0
BnaA06g20740D	18	32	15	20	16	6	18	24	4
BnaA06g20750D	68	103	77	72	52	52	93	114	59
BnaA06g20760D	0	0	0	0	4	0	0	0	0
BnaA06g20770D	6730	8469	6555	5641	5182	4856	19010	16595	12706
BnaA06g20780D	532	669	577	258	226	255	791	806	752
BnaA06g20790D	0	0	0	0	0	0	0	0	0
BnaA06g20800D	1589	2017	2081	1155	1085	1431	1947	2230	2270
BnaA06g20810D	0	0	0	0	0	0	0	1	0
BnaA06g20820D	0	0	0	0	0	0	0	0	0
BnaA06g20830D	124	181	110	87	92	85	157	156	101
BnaA06g20840D	0	0	0	0	0	0	0	0	0
BnaA06g20850D	70	109	40	29	49	27	55	60	36
BnaA06g20860D	9	5	5	8	6	1	5	6	1
BnaA06g20870D	6	4	6	13	9	1	14	8	6
BnaA06g20880D	1702	2213	1796	1744	1550	1582	2367	2359	1719
BnaA06g20890D	5	8	2	8	10	8	5	5	7
BnaA06g20900D	114	132	113	155	137	136	167	139	141
BnaA06g20910D	0	1	0	0	3	0	1	1	0
BnaA06g20920D	2	6	3	0	1	4	4	6	0
BnaA06g20930D	9	13	12	2	6	1	0	2	5
BnaA06g20940D	65	106	40	37	52	58	60	68	18
BnaA06g20950D	460	677	375	534	492	365	647	718	432
BnaA06g20960D	0	1	0	0	0	0	0	0	0
BnaA06g20970D	73	78	86	119	88	84	427	335	188
BnaA06g20980D	353	470	321	560	480	475	504	444	321
BnaA06g20990D	0	0	0	0	0	0	0	0	0
BnaA06g21000D	0	0	0	0	0	0	0	0	0
BnaA06g21010D	608	779	673	462	438	392	702	690	515
BnaA06g21020D	1153	1245	977	553	516	522	1086	1225	942
BnaA06g21030D	20	29	22	38	17	29	53	53	24
BnaA06g21040D	0	4	2	5	6	0	2	0	2
BnaA06g21050D	0	0	0	0	0	0	0	0	0
BnaA06g21060D	0	0	0	1	0	0	0	1	0
BnaA06g21070D	5	5	1	7	2	0	11	4	4
BnaA06g21080D	4154	5451	4773	2780	2709	3072	5040	5326	4434
BnaA06g21090D	4175	7272	10272	5331	5337	8191	10175	11571	13854
BnaA06g21100D	0	1	0	2	0	0	0	1	0
BnaA06g21110D	5	5	6	8	7	7	46	17	17
BnaA06g21120D	4909	7120	7930	8838	8513	9657	6941	8517	8866
BnaA06g21130D	982	1494	821	1005	925	617	1308	1450	890
BnaA06g21140D	12	7	8	5	8	3	11	4	5
BnaA06g21150D	0	0	0	0	0	0	0	0	0
BnaA06g21160D	0	0	0	0	0	0	0	0	0
BnaA06g21170D	0	0	0	0	0	0	0	0	0
BnaA06g21180D	0	0	0	0	0	0	0	0	0
BnaA06g21190D	77	127	62	83	60	32	110	97	74
BnaA06g21200D	106	136	106	155	121	93	231	270	158
BnaA06g21210D	0	0	0	0	0	0	0	0	0
BnaA06g21220D	0	0	0	0	0	0	0	0	0
BnaA06g21230D	18	15	10	21	25	33	25	29	21
BnaA06g21240D	0	0	0	0	0	0	1	0	0
BnaA06g21250D	0	0	0	0	0	0	0	0	0
BnaA06g21260D	0	0	0	0	0	0	0	0	0
BnaA06g21270D	1183	1701	1209	1639	1412	1364	1616	1630	1183
BnaA06g21280D	641	799	560	790	672	572	862	918	611
BnaA06g21290D	1349	1751	1314	1357	1373	1248	1684	1871	1063
BnaA06g21300D	380	532	463	493	331	396	1116	1110	971
BnaA06g21310D	42	65	30	18	35	16	46	37	13
BnaA06g21320D	2016	2847	1999	4038	3615	2904	2536	2456	2108
BnaA06g21330D	58704	95238	130071	55708	61407	98040	61177	94390	144855
BnaA06g21340D	963	1275	865	1382	1226	1044	1685	1685	1301
BnaA06g21350D	2202	2755	2699	1819	1594	1776	3290	3308	3278
BnaA06g21360D	1689	2351	2327	1272	1074	1148	3132	2475	3070
BnaA06g21370D	0	0	0	0	0	0	0	0	0
BnaA06g21380D	49	66	52	75	76	36	80	78	46
BnaA06g21390D	4549	6478	5615	6898	7104	6180	5827	6611	5648
BnaA06g21400D	274	342	304	332	311	281	300	302	220
BnaA06g21410D	0	0	0	0	0	0	0	0	0
BnaA06g21420D	416	517	414	292	328	236	473	496	346
BnaA06g21430D	63	83	58	32	30	20	89	84	72
BnaA06g21440D	346	570	401	483	546	502	517	664	637
BnaA06g21450D	0	0	0	0	0	0	0	0	0
BnaA06g21460D	7609	10046	9796	6632	6988	8470	11189	11950	12942
BnaA06g21470D	8670	13826	12271	11768	13664	14727	11654	15660	12217
BnaA06g21480D	425	574	536	319	349	352	566	616	569
BnaA06g21490D	1	2	1	6	1	1	0	4	4
BnaA06g21500D	1333	2035	1225	2276	2148	1677	2464	2378	1804
BnaA06g21510D	17	34	9	63	50	51	39	20	19
BnaA06g21520D	1052	1225	871	553	578	417	782	592	536
BnaA06g21530D	0	0	0	2	0	0	1	0	0
BnaA06g21540D	562	709	495	276	298	226	359	337	290
BnaA06g21550D	2	5	0	4	3	0	4	0	0
BnaA06g21560D	3331	2844	7591	5394	1948	6694	4120	3824	8907
BnaA06g21570D	0	0	0	1	2	0	0	0	0
BnaA06g21580D	0	0	0	0	0	0	0	0	0
BnaA06g21590D	0	0	0	0	0	0	0	0	0
BnaA06g21600D	352	804	4297	668	788	3395	730	1655	6972
BnaA06g21610D	0	0	0	0	0	0	0	0	0
BnaA06g21620D	107	115	200	125	125	217	73	128	175
BnaA06g21630D	0	0	1	0	0	0	0	0	1
BnaA06g21640D	0	0	1	0	0	0	0	0	0
BnaA06g21650D	0	0	0	2	0	2	1	0	0
BnaA06g21660D	0	0	0	0	0	0	1	0	2
BnaA06g21670D	0	0	0	0	0	0	0	0	0
BnaA06g21680D	311	440	1061	557	571	1432	654	851	1615
BnaA06g21690D	152	188	153	255	247	237	359	463	267
BnaA06g21700D	14	18	9	67	75	39	18	14	9
BnaA06g21710D	2	10	0	0	0	4	0	3	5
BnaA06g21720D	920	1087	646	720	656	584	1026	1116	788
BnaA06g21730D	2245	3067	2389	2173	2052	1788	2387	2687	2182
BnaA06g21740D	1321	1519	470	890	756	306	1785	1416	618
BnaA06g21750D	20	14	7	14	19	11	17	13	5
BnaA06g21760D	233	354	240	190	209	159	357	335	221
BnaA06g21770D	462	721	589	1308	1290	1406	531	572	426
BnaA06g21780D	0	0	0	1	0	0	2	0	0
BnaA06g21790D	833	1128	782	752	635	612	2776	2387	1206
BnaA06g21800D	1	3	2	5	0	2	7	6	14
BnaA06g21810D	0	1	0	0	0	0	0	0	0
BnaA06g21820D	0	0	0	0	0	0	0	0	0
BnaA06g21830D	0	0	0	0	0	1	0	1	1
BnaA06g21840D	56	98	58	75	88	62	115	112	55
BnaA06g21850D	0	0	0	0	0	0	0	0	0
BnaA06g21860D	0	0	0	0	0	0	0	0	0
BnaA06g21870D	171	242	305	158	139	181	17	26	37
BnaA06g21880D	98	133	109	125	72	60	111	78	89
BnaA06g21890D	14311	20939	17808	31682	29521	30098	19340	20745	19065
BnaA06g21900D	1184	1647	1302	1439	1468	1066	2134	1972	2502
BnaA06g21910D	290	388	216	211	203	151	288	289	153
BnaA06g21920D	847	1241	670	2209	1789	1092	613	545	421
BnaA06g21930D	4	3	2	5	1	2	2	1	8
BnaA06g21940D	323	413	365	661	642	596	867	947	713
BnaA06g21950D	0	0	0	0	0	0	0	0	0
BnaA06g21960D	0	0	0	0	0	0	0	0	0
BnaA06g21970D	0	0	0	0	0	0	0	0	0
BnaA06g21980D	0	0	0	0	0	0	0	0	0
BnaA06g21990D	0	0	0	0	0	0	0	0	0
BnaA06g22000D	1	0	0	0	0	0	3	1	0
BnaA06g22010D	0	0	0	1	0	0	1	0	1
BnaA06g22020D	85	104	86	142	109	113	107	109	73
BnaA06g22030D	3386	4768	4151	13951	13145	11586	10827	10987	9222
BnaA06g22040D	680	911	1311	671	704	1134	1322	1584	2427
BnaA06g22050D	19	17	7	41	31	29	31	13	16
BnaA06g22060D	4174	5705	6788	4436	4169	4796	5104	5560	5974
BnaA06g22070D	218	373	229	589	521	498	869	997	668
BnaA06g22080D	1795	2520	1535	2532	2787	2076	2043	2325	1621
BnaA06g22090D	25903	37391	25422	59839	53963	50763	24688	27033	24055
BnaA06g22100D	0	0	0	0	0	0	0	0	0
BnaA06g22110D	2728	3555	2606	915	760	684	1617	1548	2221
BnaA06g22120D	0	0	0	0	0	0	0	0	0
BnaA06g22130D	3713	4987	4189	4357	4296	4131	4472	4555	4379
BnaA06g22140D	0	0	0	0	1	0	1	0	0
BnaA06g22150D	0	0	0	0	0	0	0	0	0
BnaA06g22160D	329	395	328	171	177	194	87	64	88
BnaA06g22170D	93	143	110	76	48	45	23	22	20
BnaA06g22180D	23	27	20	10	22	6	12	9	11
BnaA06g22190D	11	10	6	5	5	11	5	6	3
BnaA06g22200D	79	60	73	60	97	46	65	46	83
BnaA06g22210D	0	0	0	0	0	0	0	0	0
BnaA06g22220D	25	37	23	13	22	32	54	67	48
BnaA06g22230D	11	17	9	2	9	9	8	3	0
BnaA06g22240D	2	1	0	5	3	0	0	2	1
BnaA06g22250D	12	15	5	12	20	10	12	13	5
BnaA06g22260D	2352	3156	2250	2660	2380	2232	2902	3006	2101
BnaA06g22270D	4816	6915	5450	7353	7617	5827	5150	6049	4368
BnaA06g22280D	245	316	281	197	179	153	313	336	248
BnaA06g22290D	1264	1697	1281	1604	1561	1417	2246	2559	2016
BnaA06g22300D	104	157	168	97	122	131	241	291	265
BnaA06g22310D	20	27	32	53	50	44	60	88	41
BnaA06g22320D	17	36	13	47	21	20	27	31	15
BnaA06g22330D	16	17	13	23	15	15	49	58	47
BnaA06g22340D	52	51	44	66	41	25	75	104	68
BnaA06g22350D	1	2	2	3	3	0	5	3	0
BnaA06g22360D	1893	2817	1855	3545	3231	2823	3027	3212	2635
BnaA06g22370D	9	8	11	10	5	17	7	11	16
BnaA06g22380D	0	2	0	0	1	0	0	1	0
BnaA06g22390D	1	8	1	6	9	4	5	4	0
BnaA06g22400D	248	361	248	271	256	215	319	322	249
BnaA06g22410D	6	7	2	16	15	16	17	16	13
BnaA06g22420D	9	3	1	0	0	0	0	2	0
BnaA06g22430D	3	0	0	0	2	0	2	1	1
BnaA06g22440D	5	9	10	6	2	2	1	6	7
BnaA06g22450D	0	0	0	0	0	0	0	0	0
BnaA06g22460D	0	0	0	0	0	0	0	0	0
BnaA06g22470D	225	272	134	322	326	184	365	297	205
BnaA06g22480D	219	353	178	255	248	194	237	244	144
BnaA06g22490D	725	1017	701	494	491	328	706	785	557
BnaA06g22500D	0	0	0	0	0	0	0	0	0
BnaA06g22510D	0	0	0	1	0	0	0	0	0
BnaA06g22520D	0	0	0	0	0	0	0	0	0
BnaA06g22530D	616	822	788	756	765	906	770	909	754
BnaA06g22540D	109	324	1255	274	452	1912	127	302	1257
BnaA06g22550D	0	1	1	2	0	0	0	0	0
BnaA06g22560D	52	55	53	58	61	45	21	24	16
BnaA06g22570D	986	1983	2860	2494	3137	3834	1378	2216	3107
BnaA06g22580D	1284	1781	1468	1428	1162	1029	2051	2142	2113
BnaA06g22590D	7	10	4	6	7	7	0	4	2
BnaA06g22600D	1309	1714	2205	708	843	1148	1479	2073	2902
BnaA06g22610D	29	32	28	12	18	17	17	12	10
